name,logo,nativePaymentAsset,floorPrice,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,totalVolume
3DMongz,https://lh3.googleusercontent.com/QQznhGXPgiHc_-7Ub5bJre8XFhQnqfOBpMDY9pJD7-ewE2r-kMEIzqtkFTEhmg81yrwWPZGk9KJ8samIlmr57ZLGHlO27vXxmWXn7A=s120,KLAY,80,223,888,2.128491620111731,4595.476869802716631306850050,0,820.6208696076280464310971298,1.5143660954110834,136836.5821711178373984929402
ART CARPET BOMBING,https://lh3.googleusercontent.com/QxXQnICpqDcCOLzaDSuNQ4om6IsRRsaJYrLuqPZj1LK5yM-bwd8kBIvMnQK_WfOqVEZFWNSK6Fv0TuJZ-T6ayJGPiaNXo4bMzkPg=s120,KLAY,20,1274,9998,-0.10533573777447765,836.5922501036409027726973444,0.1882613510520489,106.4338966517911576072377887,1.367978286232772,821707.2673035222888799473261
Klay Forest V2,https://lh3.googleusercontent.com/Oq6zSaiUaOfMNz4H7r3UdrpFM0ye6FJdISwJIPrC3NqBL8rGtsVgJhcFP2fX_OqHqW57hkZmJT65QCkHz6_DTG-dKSjUn6j5d2yX=s120,KLAY,13,862,9998,-0.39407076824992027,942.7285682932180993488916526,-0.561576354679803,105.9379325481015363230667935,1.082226573403539,92268.99223069188889214036628
Moon Night Punks,https://lh3.googleusercontent.com/BwDZDfHQvVYIA1jB93upyhiNxj3B8kqkAcEfMNxHigQr6wPGNcIQDEZNWmL16GdPiJYLoYKSxr-_6rv4BZ453LWEg_R6UT5VpJDYaA=s120,KLAY,32,630,3428,-0.20079106561191262,1362.909356939058731436096276,-0.7829931972789116,31.64250981539737118053015339,2.427978963021279,40170.52330480170484063696442
KLAYRock,https://lh3.googleusercontent.com/nEIYQYEGyNJZlgi1pHPfvO5_yJiAH8XzmItwgV2P_nHwLfFIeXi3F_v8G3zJTyyZUf_Ey4tSyPT_OapRmmGtMdJsxJlUnO-8T5O28gQ=s120,KLAY,5000,117,181,0,6611.907723071670973248469773,-1,0.000,0.24428571428571416,553316.9891969662441071036652
Klay Museum Welcome Drink,https://lh3.googleusercontent.com/P91Vy13OcSB8klwtMiCAEWY-V--9y0u5YIuXLK6yuMF10kw3c7uj0QWMLVuGq66p_5ipOwiyHMWmzYFJ9iQDYux51Qm5LQOtLUGs30o=s120,KLAY,11,504,3520,-0.8687824471716385,1639.657326797863486721779208,-0.5037974683544304,194.4179286463286024337308264,35.49875554048511,32636.84176240161349525690736
NewKlayPUNKS,https://lh3.googleusercontent.com/GrttPDLtOnL32XW1fijNV8dXMLGvlDlEMgzF7MJ8ZmCwfgnzZdAJuVqOnkOdcLWoMPXo8GksPg8GymDI-nfzxXcBncRtg_J37PCGqZI=s120,KLAY,26,268,3119,-0.27178114778471635,2457.719340600384349013583047,52.89285714285713,1514.372594922817594557026849,-0.21831328113971696,546917.1726133031059136245031
CyberTHUG V2,https://lh3.googleusercontent.com/zYllwWs60t_XdzRuaKCn_dArKucema-wOS240q45crLpW-QmLEEwtlBov5tm_seM-VjxNEk__K0fnhsfMFcexs7RqBECQeT3BL2mmA,KLAY,200,99,6771,-1,0.000,0,0.000,-0.9329311232446303,1024608.902897860033096788353
KlayCloud,https://lh3.googleusercontent.com/_ezSidRxoEB-8IX7Bhaj-f-zDduPlqhHaZDHmXDqb9XFxzcrV6swbRjMeYh_5ZqB9sSa14V-33otfmryl23NlGLYNkVQa1AiNAct=s120,KLAY,80,264,1500,9.532974899917528,25639.05975009143435511010315,-0.016949152542372878,1035.573048503913824468993099,0,28073.23053220280210939595679
Klaypad Item,https://lh3.googleusercontent.com/jK9SBRCPff2aScUxL6R5Lc4haaZoKhBL3aNX_VnhszJwHc6z2OZC0fCxmgQj06cYw18mrGFCEtQmlhItiwSbcID0LEY8R--AVtnB=s120,KLAY,29,550,10315,0,27971.56500000010226790547955,0,27971.56500000010226790547955,0,27971.56500000010226790547955
Kobold Coin Club,https://lh3.googleusercontent.com/Rx1FURz0PP5rDCPmeP08fICm500VxE-LbLKuQ-aN_SlGsi6PKWlNCMnSWhBC-m97vsdIebhtFwtN7anr2UIjeXMt57urrTBhZoahfw=s120,KLAY,58,160,480,-0.7873407829258214,4696.680869119905403955422245,5.715720524017467,1525.486390128514656034335601,0,26782.16079205990593801058356
KRAFTERSPACE,https://lh3.googleusercontent.com/lJg6pxGOWadD17oFh6CtKB2QpbkXmm9LQQ9AnFDijuuqncxqGhUUWEVS4qe9eGBKubaBm7MGIQ1xRt-A5G_A0MK4V7Y35xM945uK=s120,KLAY,0,23010,113826,6.318705143678961,8819.114934422044848440510157,0.02903759055624023,79.43099999999996829809544712,11.729977340163847,427658.5562527246960348233228
