name,logo,nativePaymentAsset,floorPrice,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,totalVolume
Kaiju Kingz,https://lh3.googleusercontent.com/80yXYN287mZWxZhcBImQes5pVi19Tm5X9q2xj6DU2o_WUJKB1AybLpiFv2nL2WL00c3idD_XAL12wZLKsV1jzL8x2fTYlakHZg3JxA=s120,ETH,1.35,3079,5316,0.12869469422667662,410.103510900000003403,0.27996631008464995,83.822996900000006804,-0.3987597286289869,23792.207736846801708452
DeadFellaz,https://lh3.googleusercontent.com/seJEwLWJP3RAXrxboeG11qbc_MYrxwVrsxGH0s0qxvF68hefOjf5qrPSKkIknUTYzfvinOUPWbYBdM8VEtGEE980Qv2ti_GGd86OWQ=s120,ETH,2.39,6165,9999,0.21434622257921443,439.759588135927856456,-0.4971718590786549,32.114999999999994884,-0.7203519205600284,24385.058334783083410002
The Orbs by BT,https://lh3.googleusercontent.com/CpUPdCh-yk-F8w68DjV5Dt2hLtLFq7gFtZNGITrBlMwdul2ZR_qxGcz18gt-502WgDADvOnHYoDf9yFdR-FfuVDLpu9N9iRMd2es=s120,ETH,0.78,1416,3333,-0.33939630634783907,85.978800000000006776,0.346485200845666,5.095100000000000406,0,2258.589320121104265127
"I Like You, You're Weird",https://lh3.googleusercontent.com/m3ItIEvgov0fZVFGX8suBYdLTk9hTNKb2DNPvWFHnTxpIx-6D_kzR6c1uqXDssIITM9MI3eGkuyXU7ojyxRoCpWK0QOOU2rEciE3Tw=s120,ETH,0.1585,5110,10000,0,2230.314156365177950647,-0.39979300817412655,107.420834837500194681,0,2230.314156365147937322
Tales Of Tsuki Genesis,https://lh3.googleusercontent.com/yi1gth2WBlVkXk5hWL1USe73vGbOapZOA2hU14xYrt9fP3tI9C9feqh0PVpdLdTSxo628sJJIR_gUXTebPqcjp-wu7NQhTpuBNlKOA=s120,ETH,0.029,5864,10000,-0.6035590474566116,12.163354124999990802,0.5160145793543529,2.035999999999999144,0,2186.147244853706069989
OnChainMonkey,https://lh3.googleusercontent.com/DiZDS55tz4x8hmupgiNQxHHq1kuts0n83RNwpytSpNJ90IKyNxRzDLMVPtCQOBd5IlEjE5nlvwXISh065KHXfOS7F5tS-Dvdh-dTMis=s120,ETH,1.89,3002,9500,-0.13924271995106935,182.694799999999986539,2.8973072215422273,31.840999999999997527,-0.22840835416762678,9076.504027289438454318
Grails by PROOF Collective,https://lh3.googleusercontent.com/aCqYW0G0Zh1gBfwnP-MP0Dq5qn1i5ed2eMRl5Z0X2lYjNCPZlaevbK42rI6MyFGAJOR3e5yJnADg44h_-2a-mO--lP90gdpu8IONjQ=s120,ETH,2,678,1036,-0.8358087963795147,268.429000000000087311,-0.4331749439204997,23.500,0,2131.266156000000137283
BYOLand,https://lh3.googleusercontent.com/KbV7LSUwQfKg05RPpQsKy6oMBDyYCLIk6B_oeDkCWY6aGOzLCH2dBps5-eQOsyyVsqZwlXJ0r48HNRhdGCJPqazVZOw6btBoQnqg=s120,ETH,1.224,2951,10056,-0.6701187521341639,136.4007000000000005,-0.17657389894623057,6.095000000000000639,2.236498992755134,4522.010374923036579276
ALINFT,https://lh3.googleusercontent.com/sZ-hLGAPCyovhQ-FPUEokpYMM9c5qTdECAtHKHNDx6vdzsBjWmB0iMIzceTelEBvCk6PunoItB43NQ_n62TtVdZ0uNbTZ1E2xctydA=s120,ETH,0.04,4006,8110,-0.5602462063047606,9.25245455549999285,-0.512925757903075,0.67639999999999989,0,2056.525720621659729659
Farm Land by Pixels,https://lh3.googleusercontent.com/W3vxS7fioumIQy8-t9As7h8a8uxufNnLRbLVl3PTQ32eBW8papu5C0AeBhtM_fvsFnomdn9WQLJVBPhQOiwo7z7oV1c8oYQR_DRe=s120,ETH,0.7,2396,5000,-0.08820272499390946,218.925798989999833566,-0.25733635387524273,11.061900000000001398,-0.21236471020043754,4663.323618545831777737
Gooniez Gang Official,https://lh3.googleusercontent.com/OI59gxLlnJR1Vl2KffEVx_dK6hwpnAv2fkypmPuAMgJTJCFTEMuY4m40H6gotvEJN544Zg-XbcH49JC7diyPwmLGKUV8K2Vyt2YQKg=s120,ETH,0.12,5765,8888,-0.5104645414036171,29.464605319999993327,-0.26834859206408873,3.272885999999999296,-0.46343266958872803,5679.268173907908931142
Zoofrenz by Zombot Studio,https://lh3.googleusercontent.com/2pdrMlu5UF2H5wgkJW9Xdnm8xETZbJynokigR-Z9MHBMyYnIXmEZte-sOh6LDVfVY2kpEennWkmJNNvaHMws3jsk9GlpMoEQIR40jQ=s120,ETH,0.4269,3402,6666,-0.04621310798808331,144.403259900000023208,-0.12129017925621098,16.612800000000000011,0.15916790388915747,3684.805072669869787205
Town Star,https://lh3.googleusercontent.com/wp7V1K4Ezhi8yHU6LFpff-GMsjend65nRiwNz5pGAjCwk7ybznEpfUvXiIxQoOWBmeN00AGjVTRhLUqY4fee1fus=s120,ETH,0.00927850,39615,429,-0.03268185733913503,342.023932679764243403,-0.14105087358518129,36.157709725499003639,-0.6476293046671034,29173.383644858895422658
Llamaverse Genesis,https://lh3.googleusercontent.com/I-ef-zrbXTLC8w38vOFCRGnaJyRkyYxHNgb7yNE8g_POI7O1UAo0yDEQIaCtf_eEDdovFkCP9nyDGFpjtOD8T6-JSs0HLqbGSDtdNLo=s120,ETH,1.95,3137,4000,-0.1835427618388987,321.708399798990058116,-0.37427129213356836,56.640900000000002024,0,1943.579584985882092951
JRNY CLUB OFFICIAL,https://lh3.googleusercontent.com/zj2Rka2PYonWXbyiwi_8s7ecOiXYaqHH-K1EZkeuITvSqJ41RIMTICoXfpopTVZ_CB9bIjTJHzwrL7x5eN3yLoAK2VxGDo4-Sw_oTw=s120,ETH,2.25,6646,10000,1.3296881032426735,875.4487743267886799,-0.594996216439002,103.300900000000012824,-0.40912082141447503,13640.76872594609085354
ALPACADABRAZ 3D,https://lh3.googleusercontent.com/Kgsg-xo-BJ70rJ4OpUJBGVGSw2hLZSrfg-kponGjMYWwjpEPCRG1ErN6dzM1Wd1MR9p0h1dA5RWFGOHQvMjiGli5qzwnHPhYeOLJ=s120,ETH,0.18,7978,19969,-0.5051022298329269,69.729430550000031985,0.0763296462920993,9.545859999999997569,0,1916.458212958824333327
The Weirdo Ghost Gang,https://lh3.googleusercontent.com/h6zfwEL_AdVh254qBY9foRbYDxVUK2Y_IvXdWQkA11F-Xr3zaSpBmCpPiPr6asu6S-ObaJvngcmXWELhFwHXUFK-BmDe-FTGiCAof_A=s120,ETH,0.155,2509,5556,-0.3533382339799273,26.487640999999999991,3.558463870641735,9.021199999999995001,2.396159074295185,2471.905840809657547652
Cereal Club,https://lh3.googleusercontent.com/Eyu2IoO2VhggREPjTKlNpcD8fnbDRlZo2NSIpjO0MNLGhW7mnLbgmnBKJyyNTab6KGLQCBpBKlcyA6aqYEmOQJ43qSB8paUz9oYuwEc=s120,ETH,0.109,4259,9955,0.2501706306393052,70.365684900000090352,1.5029305912596378,14.6045999999999907,0,1890.18061657875932724
Boss Beauties,https://lh3.googleusercontent.com/pSvJC9PfgSxXROesWTc2SACmMT598Vuv0g5kURR7o-0wkdhkRQKIw__fghIs-zhL-Ja-qOzI7_twdyglU75FOIksxpuuEhh4-fVDEK8=s120,ETH,1.694746,5511,10000,-0.38820575804765983,300.770179999999811571,0.010659087313245184,44.714589999999908798,-0.7032889234343347,12832.838750913884723559
Cosmic Cats Official,https://lh3.googleusercontent.com/3zlTN7HJPnS_avFw3HPfFXfdlrA5kt3a06eED1LaPAUxUG9TyiTMw9z8y_vlqLaPXHpJU0-2cbJIV9LgeMX-cX8UN1gE0lrjpSOQLSI=s120,ETH,0.079,4716,8888,-0.7777685812852834,40.062825500000037948,0.9825296110139864,9.07205550000000116,0,1793.383644956074476795
FLUF World,https://lh3.googleusercontent.com/6A_zAw2qtq91-5x8yuJUwuV6ttgD2G__RWVApFWfUcH8Qb8oLhW3uP9MkonFAaHRnE4XodwYHCgESxQ3xdQlQrjTros61gPaG3qf2nQ=s120,ETH,3.3,3753,10000,0.3310746697714369,365.749902502988902597,-0.455116696588869,30.350000000000001421,-0.7395284628282321,31814.526403068492072634
Satoshi Runners Official,https://lh3.googleusercontent.com/LezCcPxAQZx3Y9dYOx3eNhrnyn5WnUzVoJRxi2TNU5ApcvjsYjpEh3SOrAwOWJO8d7134yggmL0nMCq-MhIQaW9aY161sA1Sv1mu=s120,ETH,0.14,2424,7777,-0.9126365557600042,142.366782400000317921,-0.1368486443031498,11.810500000000001108,0,1771.958926328061352251
Troverse Planets,https://lh3.googleusercontent.com/Crjer8NEs7CCNfaaisBuSHu9yIVhaReYSuoga15jh56oueGQV57AfVn-m_AoCyT0aozoL_PnJh37NY_AB0J5za_Jc70OuPWxHwQyxQ=s120,ETH,0.28,4140,10000,-0.5273753802150246,568.640032046898909357,-0.2898254935108226,34.614299899999977583,0,1771.793672891098594846
Bored Ape Chemistry Club,https://lh3.googleusercontent.com/Mf4vImKbzrJUcj7f7RZNOl9iZSEEJgkvpiUp9ugXc9dcpxFe6fvVgxYcRmTI1PnvfL_X1bD3mH4e66j6aJhqLEYm0vvpC8Jy8XJNZOI=s120,ETH,22,1082,3,3.481004543979228,552.239000000000032742,0.41012994908427686,185.558999999999997499,-0.7201151619239009,42250.302893647414748557
CyberKongz,https://lh3.googleusercontent.com/LIpf9z6Ux8uxn69auBME9FCTXpXqSYFo8ZLO1GaM8T7S3hiKScHaClXe0ZdhTv5br6FE2g5i-J5SobhKFsYfe6CIMCv-UfnrlYFWOM4=s120,ETH,6.65,2405,5000,-0.2126256040380565,267.742568999999889456,0.021098726114649583,25.649999999999998579,-0.7788193803862905,52004.192888737095927354
Grandpa Ape Country Club,https://lh3.googleusercontent.com/n9HKrkgouw_PsI79-XDrbfeomqcpVDXwDuJTKykWQjxVIOitQeDongPHwap1SbsFb_X0mVyoNGzztJPIV776N0kmnFkApZa-JBxyMA=s120,ETH,,1920,5000,-0.24389352597005054,299.236779575967830169,-0.23682578393549797,7.260000000000001563,0.4567881701297256,3516.888381120564645244
MetaHero Universe: Planet Tokens,https://lh3.googleusercontent.com/cyJeHA0Oo-KveczexdimAxDHTCtmvApkn2SWFhq_QmU4CotxW1uCRp-rBydovapL65kG5geRCrGZts74o3eZS9VONQ6549A4DIMCjg=s120,ETH,0.097,12104,11,-0.24020466101738064,374.67825710679119311,-0.09820188049813498,15.312698899899993776,-0.5586156517370607,10429.658535687702169525
Crypto.Chicks,https://lh3.googleusercontent.com/zEO0YjgOvjan3mBd37uSUP5hHY0dlY8M__ocpsWNEA6dJ2LcC1gkdA48KvOOrxboLKDuS631p99EBeRpnj0pzd69kABLjGFZUeHRFQ=s120,ETH,0.3,4459,9999,-0.3935986961134164,66.869029999999952452,-0.44341072276702154,5.976599999999999469,-0.7502915523758319,11836.704218994491384365
MidnightBreeze,https://lh3.googleusercontent.com/6I3ubH_YUJ11z5yuG32r64zr0O3eKfU-nV0H_uttY-YKzF7dYurcjBt32DzLY32E-EIhmJmnPbcGKfh0x2AiUIG5_Ol7JhckTpIhuA=s120,ETH,0.3298,3355,6969,-0.41628739747775456,58.008768888932138452,0.17917876984686548,8.362500000000000711,4.099819926917992,2361.040253451351873082
Genesis Bloodshed Bears,https://lh3.googleusercontent.com/KAdE9rsF6xyMBzeI-v15-MQjbnJwczn0Ds_CxXmR7_k0G_NiZuGxzAi6t1SVo72KPVJjjsljAE78DSJEW5Bs6tGTJM2IGQQBzigQXg=s120,ETH,0.035,1369,7000,-0.895731396133159,17.742639899999989694,-0.6202705585830569,1.050100000000000255,0,1656.720971154665448921
Shadow Quest,https://lh3.googleusercontent.com/kvY3UaSqpSmowbs5O_TBiooJ8af6k3KYJN-yMsgJxD-g5VGb8_e23yWIDdddY0e4fpbHrwWnaeuXYh_JFQYO5ks7rnHp4PCZgABy=s120,ETH,0.15,560,9996,-0.5482915321774083,115.394589999900162525,-0.23488831400038926,5.501000000000001222,0,1656.128371737587258394
Meta Eagle Club. Galyverse by Gal Yosef,https://lh3.googleusercontent.com/MXHQ-Yps-g7Lz6D25NXgEh-aGP0VVIkG8p5-2pN5EeKJXNmfQ1kv_Pzy6kQfU776FIASm-tAJ5z-zhCergLBtMB52L8v3HS5ZnkF9JA=s120,ETH,0.177,6438,12000,-0.6740872814272486,56.145688000000006923,0.9845291163241014,9.838699999999997559,-0.2991079023386357,3996.938534147961036069
Realms (for Adventurers),https://lh3.googleusercontent.com/kHRyhl24FEUgv0Vs6AsS4jg-qZCZOiD9k5M5T7e7cvRcERcgXMQrXeCy8IZyBeOvgyMZAEGzTJPFfpR0QqqqfYeHD9BXnNnoLmlV=s120,ETH,1.38,423,8000,0.49768045673484695,176.253208460913072031,1.329682760796153,28.399999999999998579,0.38680294868417225,5279.650989883875809028
PeopleInThePlaceTheyLove,https://lh3.googleusercontent.com/ovjOYKiz9oG7dCDGRpgJ9KK7AMk_2_tpkDuNkpxZTYZfYlVP0wS8fuOgz0os2nbYE_sZEteQ4l7ctrBXxeVqrM8os9rwQNJTtS5DILM=s120,ETH,5.345,759,1000,-0.12756141636295665,80.28223468557254705,0.7781818181818184,9.780000000000001137,0,1635.191179129572446982
CyberKongz VX,https://lh3.googleusercontent.com/vpJFZRfBl9ghj9IinaDB3w3xScD9AHwuXxpId50Yo80bw1Tt1BOhJg5pltBN-_wJwA0aCyHbcxIbXNnQ1cKd9xlc5ATdJUL4Yy3kDQ=s120,ETH,1.9,3873,14816,-0.3544653603231389,186.934049999999928104,-0.0499325910021471,19.027000000000001023,-0.7735561532797877,31175.144341383755090646
Cyber Factory 2,https://lh3.googleusercontent.com/72591rGu5Q4R7JeUjXyc1ZH2QJ2CW64OwKQ4Ec9Hf1_z8W6IgXNummT2ErPy80zh0DoUY8KXUXZdvgeUUw9HeIz8L11sYeNqTyD21y0=s120,ETH,0.635,9455,5,0.41189301591171307,275.675499900000033904,0.592408023212479,29.910199899999994955,-0.8026135806381332,12077.573082057675492251
