name,logo,nativePaymentAsset,floorPrice,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,totalVolume
The Flower Girls: Special Editions,https://lh3.googleusercontent.com/wVxeC1CNC4PgOvCzlcdRPUhRMAKKkBNsV0zVsmTMubflnC8jFIJtcWl6pWGgbMuVB_nZJiqbD5YgieN1FJVNhp11oQdVVaBIc3A7Aw=s120,ETH,,6202,18,-0.7440917159900509,3.184231999999999285,-0.36872379341440925,0.247809999999999975,0.12217940682326472,78.080900627180099605
Amazon Green Wall Club On Polygon,https://lh3.googleusercontent.com/4TaoLXAoGr-7WudW3ayXi7w0MV1KCk7EGUO8XyMlpHS8kDitObwF7b6HB8WnSJ0ZcBogTtj-2WdtLxIxlsWgrpHXKNyBbxSG49kV=s120,ETH,,49,2,0,3.499110000000000387,0,0.000,0,35.265335000000014531
Alien Fat Boi Club,https://lh3.googleusercontent.com/5lJXqIhBYaFVteOtPDVpVPGwtzOPtHNBgO-FoQ4-yCVZfeeslTv4eovPasjpiRwgBSCzK_FLguoOpqzEhe7FNgyygAY966TYvTpGyg=s120,ETH,2.5,11,100,0,20.362000000000001876,-1,0.000,0.18914621500172835,63.332000000000000739
Firestarter Metaverse Champion,https://lh3.googleusercontent.com/GVN1BmN20p7qF3vi5sbUsCVimD8IPGxk-yfja1Ld2rKV565ZFAEdZF8F73uRKbDIvk8w6x_7tJfcgYt6-UyEqSpnbYQb8EQzNIsQKQ=s120,ETH,,202,227,-0.6036036036036035,2.200000000000000178,-1,0.000,-0.46894987239673586,465.730537271999821769
Fantasy Land by PolkaFantasy,https://lh3.googleusercontent.com/DecKgvEZ-CSfB4SwwQPRox4tCkZsQEOCqxidoOm0nFSqxFZV3p0Wvycr6yYEFvWZAMWYcZP56k-DMol7Sda0J3GDv6CNIzznGvK9=s120,ETH,,1463,3766,0.3758073695205848,8.78520419999999902,-0.809052333804809,0.675000000000000044,-0.3648675548121156,84.848494199999933585
Hero Galaxy Artifacts,https://lh3.googleusercontent.com/DduOoAikAyFHfZG0FNqYQl3lcdnr5s5FWRtHUuzAcantq7RDCnnROEHOH5hVzYyfxS87t5ugD7hfdfr-jb9dnyDSo2am0G29hR1ko2I=s120,ETH,0.135,1135,2666,36.74714285713095,31.707599999989998452,0.06106403013182661,4.507399999999998741,0,32.547599999989991204
adidas for Prada re-source,https://lh3.googleusercontent.com/nMPxX6zMqJTQ4bovChfFylRSqEkdGuS-bvWPiJ5_TkFR_ghUVUdbUQB1mYz08JymVhFsQXj_PyedYGlLBHqU3vLVG15P778OM143GA=s120,ETH,,2785,3030,0.04678943542500567,4.320099999998999074,-0.702951857714871,0.319000000000000006,-0.9253363939400194,447.549577978988395444
MetaSoccer  Youth Scouts,https://lh3.googleusercontent.com/JZTuy0tsGfGUy_oazi1H571fE48IlK8vbv_cHKHSc9llPtcoYjIm-_0OisDq6gdRWOqfHtulkkhY5zL1lIi7OnP_hnuVNXBErTux=s120,ETH,,801,6704,0.010551089068250483,6.397900000000000809,11.026125625347415,2.163499999999999979,-0.7410410521942626,138.622488200000219649
Voxie Tactics Items,https://lh3.googleusercontent.com/c8J3Pg-6LjhGi6lKQ_oPXXbBJ08FpyLRz83ulPraoaqSCdtJm1zUv454nFIXcBpKJFnvnv50MkSpEfIOrs1rnxKAixjbT0_zyz2gHQ=s120,ETH,0.00249,1360,4705,0.4771245624250248,8.422387000000000512,0.18010237937245205,1.244889999999999608,0.38886917485790407,53.383245400000177483
Polyflip NFT,https://lh3.googleusercontent.com/Fi-xoXOrpFHcUy3QpKgFf9kLojEhm0OBbCrD0V1SMzG0PlnngV36PqfCKNCHCNhnIKnGqqkYO8UTSYcBj1m3aAK-FjhvEdY_goXJzTw=s120,ETH,,299,949,0.285803242162769,10.238579899999999512,0.23918032786885252,0.755900000000000016,0,27.727168879999990025
PolkaFantasy Game,https://lh3.googleusercontent.com/FFidlqDMatgMYUnWCU4dG-aFyKyrJE5-oPSQ6PW2aKTooym8fLPnTGqq4Rp68ysTnw4El6iuajNjP7iVwpJ4-KPWMUVlZvaoTYO6,ETH,,783,8102,-0.8206730242244875,1.472400000000000153,0.7725540025412958,0.279000000000000026,0,26.666600000000002524
Ape Not Kill Ape,https://lh3.googleusercontent.com/Gecy8q_rruzBL2omFCWmDRft7DJfYNlVF99BUpG3kPtjM1PmwkPGNP_IABN9aCP7peHtbDE8b9IVO0-H1kEHh8VTytG6P6rezddjGg=s120,ETH,0.00182,411,3158,-0.9922378540909961,0.100503000000000009,-0.7448562341792692,0.003931,2.927432069722865,32.47881169222216613
GFC Genesis Weapon,https://lh3.googleusercontent.com/AG-bMrIZAa8Gby3GSuacvR7KWfD3AIvFD1H7r9-3z_iIm1GI9n6NBt573G_xeQq-RggWtmJkU27wLX9sE_ZJViL-wFpd88y8ewjT6g=s120,ETH,0.029,1444,48,0.04277406801397435,4.716049999999999187,-1,0.000,-0.8405657820339056,329.618404444340342252
Royal LDAs,https://lh3.googleusercontent.com/UB1LDoe50XlszRwIUb3KS226G8Xzx_wSyPI26dWhD5LUEITInjw63JGt39Y4SoE0gqQiZuMaieUUCmQS2jAHn1TwVgX_qkEPpws4=s120,ETH,0.07,2367,3155,-0.40133885104562883,4.390700000000000713,1.6660473757547607,1.721999999999999975,-0.937347327462327,410.357907482104280916
Cupid Love Metaverse,https://lh3.googleusercontent.com/movZHmWTS3Gk6uQvSI5aNrTnURdg6UquTE5Mk8H0G-XocwfPMzx-_SPjsjEHqkLS3S1WUD92-R0I4hF7kn_VBog8o8aADim8WCKTIg=s120,ETH,,2478,9999,1.727272727272727,0.299999999999999989,0,0.000,6.963575853138473,28.099762673000022062
ZED RUN Skins,https://lh3.googleusercontent.com/Q19fJSGvGRRru8FGkpIm734cXNEo9Ag0bXA4X5r4Zboe6TyZRzCM6z_C9vIGhiahvlC5ZZ1YytUVi3MaSP41gqJnrFwa1OVJDsxx=s120,ETH,0.07,519,1117,-0.052844077368681984,7.553000000000000824,-0.31683168316831684,0.069000000000000006,1.892061877360643,49.891689798999983907
Pixel Heroes X,https://lh3.googleusercontent.com/tbr3Js8ZYCUPcYGcLZxVoREVzkpAioZ-8GEu6SPkThfFnwVlDBnSwi95IeKSYrD8SoV4ap35eRxN2luE4wRtGeNBxjX0SGbQQg7b_g=s120,ETH,0.011,1414,5555,-0.6640281559495198,0.454200000000000104,-0.25561797752808973,0.079500000000000001,-0.21763744060322823,52.09696203800005776
G-Bots by GAMEE,https://lh3.googleusercontent.com/ehcqd2PHRzGyDDSBly6JqZ-xY0YVU96ohGrLxuWY5ZS_s39PI2bsLJl3bPmCTTsxIvI-k2v_6dRz1RRATxugnRz1aVrVO07t-Rstfw=s120,ETH,0.042,2218,3457,0.5203101132251249,8.486066990000001198,1.0659449198416104,1.393045999999999784,-0.5575015810787043,254.263489636989731935
