name,logo,nativePaymentAsset,floorPrice,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,totalVolume
Dronies,https://lh3.googleusercontent.com/RrIIKmrKIPdgg49KAhswAzQ-H6p3uvHKn-c9OHoG_k1ZJQL5S2Y6OVGDh7usUHC-qu-sEj2ElTh422Gn5YnxfSJxnfYMbkw1QpADPTc=s120,SOL,1.6,3566,10000,1.2973779385171786,25.18784903779851555937050605,0.5088757396449703,5.055611401187470212246010453,0,49.03843929516530489787533151
Undead Apes,https://lh3.googleusercontent.com/Hco_xGDdg1J68x3Oo83a56qQVb-lihFpdK4zrOWPFrzn6CXlZvgKeBpXE7-5OadkW-s12dd5MylrqloXZ1Ip3kKpnQPkATmMkdaduw=s120,SOL,,1021,2501,0.4495626822157433,24.84813862024256522940602325,-1,0.000,0,47.53730783502560975361702734
Cyber Technicians,https://lh3.googleusercontent.com/kT-oo7lQKDrqVNPHZ0zqFJ0wW7TjjLVAVurXZum3RargMyHhtx2-Ikn9BdVJJ7IKb5HpkH8NBSkUA20zbh6Q8doA33K_AlsO7CcnJg=s120,SOL,,2095,4835,-1,0.000,0,0.000,0,47.13190733637018818625159127
Jungle Cats Lioness,https://lh3.googleusercontent.com/9AdPsnpCBJDjq_gfp7pIYfOSCmwpCJ4qIK9JFcYr-iVh2Q3QRPvqTJI74mHFWgcU0cHN8QXXQlL_eQjSG4dtXfZlqOJvyQ650rDu=s120,SOL,2.2,1549,3800,0.9384775808133476,18.46581749859288697056544211,0,1.976706660688533461807021556,21.576190476190476,49.17926973401471626192708789
Fancy Frenchies,https://lh3.googleusercontent.com/5-l11Vp6G9hjEjsRl7zGblO28-1oj26xLVj4TG_5bzsqrILIBjA7gjxZmUHGJB3bNENFQVibtds6_Xv94Aieb2BlQvhhli_hukSn_0g=s120,SOL,0.65,3522,9996,-0.4063331763365719,13.52523428480768569818775968,4.933333333333334,4.441866610139793417331336877,0,46.27950875936490178068367490
Elemental Akumas,https://lh3.googleusercontent.com/pRTytsBl9GtWM2tTnfMqOeAHJorsBak7tNSaPgofN3Iqod6XsP92ehLQPXwEJU_FemypsjZeq0yiBRyZew3gH7bILmYnlz1zk94yJ34=s120,SOL,0.2,315,788,-0.45027507405840045,6.483687545965615844106710261,0.667857142857143,0.9323732360172267582874682073,0,43.31910871655715726975203048
Rogue Sharks Coalition,https://lh3.googleusercontent.com/cjTrZKsWvKaW6sFlT2IfaNvGk0EqJ-GYhgdCua90C9n5iStOUJKENdI61bNVMAlqTPQrSiNG_1UmpllvMm88QZeLwxAsVBqj0sW4Zw=s120,SOL,2.9,2402,4991,0.32252944152936575,18.74016239174925157587061894,-0.1718309859154929,5.775270171042221012131290733,0,42.24089570050946428970971668
Cyber Pharmacists,https://lh3.googleusercontent.com/LfvkNpVZ3KAOYNMiAXUnBIQn8Q0T3Mt6ikaIR_dDcAUrULlR3TlSw_ZMx08NcJf8qxv7vf7bqjCoQCdDqW8GgOWM6pB2zXnYtsjQ6ms=s120,SOL,2.29,2941,9616,-0.10446985446985448,17.00617823806433963081055526,-1,0.000,0,42.11570664063873757747867094
Origin Jambos,https://lh3.googleusercontent.com/96olscytFvSa0tmmEDHGCbSb-Kb6kRAIqk5W5_qCgp5BDVI67sThQAVLccj3833B8TMP9e5fFK5fbyyOiVrKlpTvUNE25r1Px42S=s120,SOL,9.5,3933,4442,0.8400000000000002,26.86076390896693953765163387,-1,0.000,0,41.45900516384027763450727328
The Remnants,https://lh3.googleusercontent.com/mpU-J0NEK8wlfWyIj6gvN5UZGBXrRV37bq1HUJxM5PmhwpdUlGMz-e_48xHnpdhgXROWK6QVTVE1cA6-LJV2Uu7JhZ0ahSWUQQNR=s120,SOL,22,1345,4000,-1,0.000,0,0.000,0,35.62754772941836555781592018
FunGuyz,https://lh3.googleusercontent.com/uElteEX1XfPkr_TaWxb896ZLlEss5tZj5tuEcHu91kOYk97zJnOvZtxCYuLa4NZo0caObl1Nvc6e1hn6eOvUNNsBUxaVwjfDhcLZ=s120,SOL,,1636,3000,-1,0.000,0,0.000,0,35.44750524418476148439413721
Solaris,https://lh3.googleusercontent.com/0Blq1yqpa2aHAElwlJHtbzavqogPjp9QqB8GQYPWf_-mAMoPaLb9RpoZatKbZAr4zZ9_K9eChBtXrAGIyn4tzz3NOPvzXi6_KW-5SQ=s120,SOL,0.6,1547,5000,0.5144938650306748,19.44714957789361210496447553,-0.6589595375722542,2.904911198277693494363245987,0,35.40939043351442487151420441
Scenes from the Solverse (Infinity Labs),https://lh3.googleusercontent.com/-Vd_0vieDZKwUG_vXHjvLk0Ypmw8xG0UKoYKwEXeY_nkCYeigIKDlIyQSmvKDWEPQ7rGjGGx9s6cM8lJQp1SMMUrSyRQG85VLIUR8uM=s120,SOL,0.95,2116,8888,7,13.57514289840476168198635974,0,3.433712615478851588191075166,0,34.43195252062296352883437152
OG Flowers,https://lh3.googleusercontent.com/tplPBE6_1fVDvxbQVs__y-c-ksH8IcZ6GroWMArA0TGG8PO2bFbtwKwgd4lqJUt6M-xqhpX7nq7bj3OAN6MRUNar8jaJCU6LyuR-pw=s120,SOL,,43,1110,-1,0.000,0,0.000,0,34.07549010862051364679402260
Samoyed Coin,https://lh3.googleusercontent.com/vgNnS9FxBLqtFEE96iGp2Pt8TBeACvfZjyrigeLn4p7M-Ol2HDeAfe8OLnkcBye3skedLANjJFAVgvc3MVPrKKUgqqgUKJClG2kh=s120,SOL,5.2,1253,5525,0,33.35513180418262362371931909,-0.7724505327245053,2.936744525751061462513704328,0,33.35513180418262362371931909
LIFINITY Flares,https://lh3.googleusercontent.com/WzSxrKBU0BvptHiu-FzziIHkAkey4CgWK-dgj82ro7KswJKpR_KEyfAQwJ0ljdjpHJBKozAbP6_YMNPNOmk5IF78gzt5bgTCLqJt=s120,SOL,,1707,9998,-0.6363636363636364,8.875763111333629731353033084,-1,0.000,0,33.28411166750110866671451498
Diamond Town Heads,https://lh3.googleusercontent.com/tiSuaYCzvbr1bT0FZB-fwrjTlp-mw3MUeAz1e6HzrkBZPwLkCoN3vPsgKrdFwGB4gO0pHVk2GQtqRMmS7NqzFh8zzgmmP7HIuR2mRyg=s120,SOL,,1978,4995,0.14828897338403033,17.76837070393100989094362200,-1,0.000,0,33.24215048914245995343216238
The Lofts Business Club,https://lh3.googleusercontent.com/KyXDCf77L8JrbNRsjHGqWwAmY2d_txIJvibuPEBQckrSkXL8XnfgKkPT5773GQJ_ObwvUmCTIYVb6G0vFzfGkzzl4CZDMJCa5k5gQ_Y=s120,SOL,,2753,5555,-0.8469406392694064,4.201467790578976536214150451,0,1.694625433431615830740177560,0,32.80453908563037091256515095
Chillchat,https://lh3.googleusercontent.com/fBe7iBxJinPnfUls2_yFYKZ4r7IlwZz365yyUERCH9nEvcjcYa7VrXwOURmvPlfIyRjdoH45jG02zpH2GBmvsuP4qwSXc-F3_P1Q=s120,SOL,,579,1130,-1,0.000,0,0.000,0,31.51381794375653128015642330
Guild Saga Heroes,https://lh3.googleusercontent.com/73qJq2frQ35G8Wjv1UP_xRbbJ5EcFquGpZ7-DLfB3uUuIjqgPTe9hY8blOEbAzfn--ydDhYwvu09rzHq-dPvOp-JvI8zi48eHDyo=s120,SOL,1.6,3066,9998,-0.7460003298697014,4.643432723189859421850968391,-1,0.000,0.02088313413014606,61.17772866403538266494373997
Genopets Genesis Habitats,https://lh3.googleusercontent.com/Q4cGKGGiDfkSsaDt0p4R1UKuzDsusvBgHvh0VmavPT8LJrk5f5Z0bn7Sr0YEvADWSl7qUwUcLCIZ2wJ-lh-eBO_hU4JRQzyi15feSw=s120,SOL,25,243,294,0,29.19914128744699655463090790,-1,0.000,0,29.19914128744699655463090790
Blockasset Legends,https://lh3.googleusercontent.com/n3Rh5muTsglspsLRKw-PMtXd-6HwaAgbWlIeFQaD6EJeWTg9i8oLcKkKFbhOfqfGEL1pXKG7pFNmKndnXQwTtOI92NkJpgU2aSJJ=s120,SOL,,2275,9999,0,28.68150215609993261524057870,-0.41792782305005827,4.984619770089825395307940214,0,28.68150215609993261524057870
FRAKT,https://lh3.googleusercontent.com/lL79NSAgAtkVwXbofSu0AVBtiCfOED5gBNc7Qmz7XENTsUpKY8TaISnfn2Gxf9HtEKI-SREpZyIm3tbfX2o2s2X9r4yMh9oBrZTU=s120,SOL,1.95,1003,9942,0,21.27993051727609814057001288,-1,0.000,0,27.92250623069298678369550341
ArtMonkees GEN1,https://lh3.googleusercontent.com/WEEg3_gFgy8m5BcBMlJlzcVKGcSE4DvLCVOPDd-8KxTGLz1qtJ4RX4XPJz0dEY3pQpyft-VislYT4xbbF9dqdJsq38Z9XDV3SpXMIg=s120,SOL,0.52,1786,4993,-0.20682659601181672,10.60005837127873288756915365,-1,0.000,0,25.64208717848131143701559032
VBA Season0 Pack,https://lh3.googleusercontent.com/_IzJVcs2lxXDMQhNL0P1PhZ0FnZ9T1li9I91b49C6bh4qWKxEENlGK3rggukgao_bWmY-5ul2vJPQ7WOqdBD0NBpEGCCLShmeWbLeg=s120,SOL,2.6,772,1672,0.15500000000000017,13.67169111918850344522380370,0,6.885166234627398253807791003,0,25.58066131269230924577595773
Dazed Ducks,https://lh3.googleusercontent.com/1XVvnRO8wI2WbWUuGAqzT0ezR42lfM7PUHN52TVHnVGjHZhA95zqfnxT5n58WdQHfSue0OiyDBfniiBHu2w58vevjjs-od7AqWKZ=s120,SOL,9.5,3571,10000,-1,0.000,0,0.000,0,24.51941994478459849986822342
